Nom du lieu;Nom du porteur;Adresse mail;Type de porteur;Détail du type de porteur;Adresse;Code postal;Commune;Code INSEE;Numéro de téléphone;Site web;Descriptif;Logo;Photo;Public;Accès;Restrictions d'usage;Tarif(s);Horaires du lundi;Horaires du mardi;Horaires du mercredi;Horaires du jeudi;Horaires du vendredi;Horaires du samedi;Horaires du dimanche;Complément sur les horaires;Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);Borne(s) CAF;Connexion Wi-Fi;Complément sur les équipements;Formation;Accompagnement individuel;Fourniture d'équipement;Complément sur les services;Compte InfoLocale;Localisation;Clé;Date de saisie;Date d'enregistrement;Date de modification;Services;Équipements;Ordinateur(s) libellé;Tablette(s) libellé;Scanner(s) libellé;Imprimante(s) libellé;Borne(s) CAF libellé;Connexion Wi-Fi libellé;Formation libellé;Accompagnement individuel individuel libellé;Fourniture d'équipement libellé
Centre Médico-Social;Centre Médico-Social;;Institution;;35 rue de la Dette;44210;Pornic;44131;0240822030;;;;;tout public;;;gratuit;9h-12h15 14h-17h15;9h-12h15 14h-17h15;9h-12h15 14h-17h15;9h-12h15;9h-12h15 14h-17h15;fermé;fermé;fermé le jeudi après-midi;0;0;0;0;0;0;;0;1;0;aide et conseil pour les démarches en ligne;;47.119453, -2.106113;M9LS-CKJH;2019-01-17T12:53:39+01:00;2019-01-17T12:57:54+01:00;2019-11-02T15:52:03+01:00;Accompagnement individuel;;;;;;;;;Accompagnement individuel;
Bibliothèque L'école buissonnière;Communauté de communes du Pays d'Ancenis;biblio.loireauxence@pays-ancenis.com;Bibliothèque / Médiathèque;;square Bezid Sangeorgiu;44370;Loireauxence;44213;0240983389;http://bibliofil.pays-ancenis.fr/;Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également accès à un point numérique.;;;tout public;Train (Gare de Varades);;gratuit;fermé;fermé;10h-12h 14h-18h;10h-12h;16h-19h;10h-13h 14h30-17h;fermé;;1;0;1;1;0;0;Des liseuses sont à disposition du public.;1;0;1;;;47.389373, -1.027797;EG6M-W7LU;2019-01-22T15:06:33+01:00;2019-01-22T15:12:24+01:00;2019-11-02T16:06:45+01:00;Formation,Fourniture d'équipement;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;Formation;;Fourniture d'équipement
Bibliothèque Saint Exupery;Communauté de communes du Pays d'Ancenis;biblio.ligne@pays-ancenis.com;Bibliothèque / Médiathèque;;40 rue de Vieille Vigne 44850 Ligné;44850;Ligné;44082;0251122611;http://bibliofil.pays-ancenis.fr/;Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également accès à un point numérique.;;;tout public;;;gratuit;fermé;fermé;10h-12h30 14h-18h30;fermé;10h-12h 16h-18h30;10h-12h30;10h-12h30;;0;0;0;0;0;0;Des liseuses sont à disposition du public.;0;0;0;;;47.410676, -1.375294;MJ35-N9M8;2019-01-22T15:58:42+01:00;2019-01-22T16:08:08+01:00;2019-11-02T15:47:04+01:00;;;;;;;;;;;
Bibliothèque Les Milles et Une Pages;Communauté de communes du Pays d'Ancenis;biblio.mesanger@pays-ancenis.com;Bibliothèque / Médiathèque;;boulevard des arts;44522;Mésanger;44096;0240968687;http://bibliofil.pays-ancenis.fr/;Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également accès à un point numérique.;;;tout public;;;gratuit;fermé;fermé;10h-12h 14h-18h;fermé;15h-18h30;10h-12h;10h30-12h;;1;1;1;1;0;1;Des liseuses sont à disposition du public.;0;0;0;;;47.433663, -1.232366;FJTC-93SV;2019-01-23T11:32:33+01:00;2019-01-23T11:39:18+01:00;2019-11-02T16:12:04+01:00;;Ordinateur(s),Tablette(s),Scanner(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);;Connexion Wi-Fi;;;
Relais CAF;Relais CAF de Pontchâteau;;Institution;;7 place de l'église;44160;Pontchâteau;44129;0 810 25 44 10;https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-de-communes-du-pays-de-pont-chateau-saint-gildas-des-bois/caf-relais-de-pontchateau-fr-p2_638495;;;;tout public;;uniquement pour admininistrative CAF;gratuit;9h-12h 14h-16h;;;;;;;Sur rendez-vous le mercredi de 9h à 12h;1;0;0;0;1;0;;0;0;0;;;47.438199, -2.089303;PP2S-XU67;2019-01-29T16:45:37+01:00;2019-01-29T16:52:18+01:00;2019-11-02T15:32:06+01:00;;Ordinateur(s),Borne(s) CAF;Ordinateur(s);;;;Borne(s) CAF;;;;
Service Emploi Pont-Château;Communauté de Communes Pays de Pontchâteau Saint-Gildas des Bois;service.emploi@cc-paysdepontchateau.fr;Institution;;2 rue des Châtaigniers;44160;Pontchâteau;44129;0240016618;http://cc-paysdepontchateau.fr;Un service de proximité pour demandeurs d'emploi, salariés, scolaires, étudiants...;;;tout public;;;gratuit;8h30-12h30 14h-17h30;8h30-12h30;8h30-12h30 14h-17h30;8h30-12h30 14h-17h30;8h30-12h30;;;;1;0;1;1;0;0;;1;1;0;;;47.440489, -2.102636;WG82-UU3X;2019-02-14T17:16:32+01:00;2019-02-14T17:27:28+01:00;;Formation,Accompagnement individuel;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;Formation;Accompagnement individuel;
Centre socio-culturel Accoord des Bourderies;Centre socio-culturel Accoord des Bourderies;bourderies@accoord.fr;Association;;24 rue de Saint-Brévin;44100;Nantes;44109;0240793504;http://www.accoord.fr/les-centres;"Nous souhaitons accompagner les habitants dans leurs projets et leurs envies de loisirs. Pour cela, nous leur proposons de participer aux différentes commissions qui organisent l'activité du centre :
- Accompagnement à la scolarité, français au quotidien, échange de savoirs
- Accueil de loisirs, aide aux projets de vacances et de loisirs
- Animation jeunesse, dessin, peinture, éveil musical, fêtes, festivals, histoire du quartier
- Gymnastiques, sorties détente et culture, théâtre, repas
- Jardinage, paniers fermiers
- Multimédia (espaces), prêt de salle ou de matériel
- Vide-greniers";;;tout public;tram ligne 1, jean moulin;;adhésion;9h-12h 13h30-17h30;9h-17h30;9h-13h 13h30-17h30;9h-12h et 13h30-17h30;9h-13h 13h30-16h;fermé;fermé;;1;0;0;1;1;1;Une dizaine d'ordinateurs en libre accès en dehors des ateliers;1;1;1;Horaires espace numérique : Mardi et jeudi 16h15-18h Cours débutants : mardi : 14h-16hAteliers sur inscription en fonction du quotien familial, Lundi : ateliers réparation et dépannage de logicielsCours confirmés : jeudi : 14h-16h;;47.207434, -1.596346;UMFC-FGLJ;2019-12-02T11:05:39+01:00;2019-12-02T11:05:39+01:00;2019-12-02T11:06:11+01:00;Formation,Accompagnement individuel,Fourniture d'équipement;Ordinateur(s),Imprimante(s),Borne(s) CAF,Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);Borne(s) CAF;Connexion Wi-Fi;Formation;Accompagnement individuel;Fourniture d'équipement
Alis44;Alis44;alis-asso@alis44.org;Association;;60 rue de la bottière;44300;Nantes;44109;0951112145;http://alis44.org/;"L'association Alis44 effectue également des permanences numériques dans divers lieux sur Nantes, notamment à la Médiathèque Luce Courville et au Pôle associatif des Renards, afin d'aider le public à se familiariser avec l'outil informatique et les logiciels libres.
L'association Alis44 récupère des ordinateurs sur Nantes, les reconditionne sous linux Xubuntu (Xalis) et logiciels libres. Le matériel est distribué après adhésion et participation à une initiation à Xubuntu";;;tout public;tram ligne 1  arrêt Souillarderie Bus ligne 11 arrêt  Lippmann;;Adhésion : 35 € ordinateur fixe / 85 € pour un ordinateur portable;9h-12h  14h-18h;9h-12h  14h-18h;9h-12h  14h-18h;9h-12h  14h-18h;9h-12h  14h-18h;10h-12h  13h-17h;fermé;permanences tous les premiers samedis du mois 10h-12h  13h-17h - à la maison de quartier de la bottière le mardi matin de 9h à 12h – au Centre Socio-culturel Accoord Port-Boyer de 17h à 19h de mercredi soir - permanences le mercredi matin à la m;1;0;0;0;0;0;Ordinateurs reconditionné sous linux Xubuntu (Xalis) et logiciels libres.;1;0;1;Recyclage et sculpture avec les déchets électroniqueFormation sur le logiciel LinuX;;47.23915, -1.519944;A964-KG2B;2019-11-02T15:21:08+01:00;2019-11-02T15:21:08+01:00;2019-12-02T11:04:17+01:00;Formation,Fourniture d'équipement;Ordinateur(s);Ordinateur(s);;;;;;Formation;;Fourniture d'équipement
Herbignac Informatique Club;herbignac informatique club;herbinfoclub@orange.fr;Association;;24 rue Pasteur;44410;Herbignac;44072;0251769210;http://www.herbinfoclub.net;"Le club informatique d'Herbignac a été créé en 24. 
 
Considéré, jusqu'en 29, comme une antenne de l'Amicale Laïque, il est devenu, début Juillet 29, une association à part entière et compte aujourd'hui plus de 160 adhérents.";20150812090206_hpx_75_.jpg;;tout public;Lila ligne 2 Herbignac - Saint-Lyphard - Guérande - Saint-Nazaire;;Payent , Abonnement : 35€ par Ans;;;;;;;;Les ateliers sont mis en place en fonction toutes les semaines selon les disponibilités des animateurs. Voir le planning sur le site internet : http://www.herbinfoclub.net/lieux-horaires-jours-animateurs.html;1;0;1;1;0;1;12 ordinateurs équipés de Windows 7 et 10 / 2 ordinateurs portables équipés de Windows 7 et 10- 1 MacBook équipé de macOS High Sierra 10.13 / 2 imprimantes dont une multifonction avec scanner / 1 Scanner - 1 Appareil Photo Numérique Canon - 1 Ecran de pro;1;1;0;;http://www.infolocale.fr/herbignac_44072_herbignac-informatique-club_198452;47.447236, -2.31944;TSGK-BNZY;2019-11-02T15:41:50+01:00;2019-11-02T15:41:50+01:00;2019-11-02T15:41:58+01:00;Formation,Accompagnement individuel;Ordinateur(s),Scanner(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;Scanner(s);Imprimante(s);;Connexion Wi-Fi;Formation;Accompagnement individuel;
Médiathèque Espace Jules Verne;Médiathèque Espace Jules Verne;mediathequesaintbrevin@orange.fr;Bibliothèque / Médiathèque;;30 avenue Jules Verne;44250;Saint-Brévin-les-Pins;44154;0240274580;https://www.saint-brevin.com/mediatheque-espace-jules-verne.html;;;;tout public;5 min à pied de l'arrêt de bus Centre des Pins (navette Brévibus);;accès gratuit  / impression A4 0,15€ noir & blanc et 0,30€ couleur, impression A3 0,30€ noir & blanc et 0.60€ couleur / accès internet 2€/heure;10h-12h;9h30-12h 15h30-18h;9h30-18h;9h30-12h 15h30-18h;9h30-12h 15h30-18h;9h30-12h;fermé;;1;0;1;1;0;0;"5 ordinateurs / possibilité de branchement pour 8 PC portables ; impression";1;1;0;Il faut être abonné à la médiathèque (17€/an pour les adultes brévinois);;47.246809, -2.168526;A25Z-UHEE;2019-10-01T14:19:13+02:00;2019-10-01T14:19:13+02:00;2019-11-02T15:54:43+01:00;Formation,Accompagnement individuel;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;Formation;Accompagnement individuel;
Maison de quartier d'Avalix;Maison de quartier d'Avalix;mqavalix@wanadoo.fr;Association;;3 rue du docteur Albert Calmette;44600;Saint-Nazaire;44184;0240709592;http://www.fmq-saintnazaire.fr/bienvenue/index.php;;;;tout public;;;adultes : 7€    enfants et jeunes jusqu'à 25 ans : 4€     familles : 11€     associations : 30€;14h-19h;9h-12h30 14h-19h;9h-12h30 14h-19h;14h-19h;9h-12h30 14h-18h;fermé;fermé;;1;0;0;1;1;1;;1;1;0;Cours individuel et collectif, 5 ordinateur, écrivain public le mardi de 16h30 à 18h;;47.274623, -2.239525;YWNX-22CL;2019-11-02T16:01:00+01:00;2019-11-02T16:01:00+01:00;2019-11-02T16:01:06+01:00;Formation,Accompagnement individuel;Ordinateur(s),Imprimante(s),Borne(s) CAF,Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);Borne(s) CAF;Connexion Wi-Fi;Formation;Accompagnement individuel;
Mairie Sainte Pazanne;Point Numérque CAF;mairie@sainte-pazanne.com;Institution;;10 rue de l'Hôtel de ville;44680;Sainte-Pazanne;44186;0240024374;http://www.sainte-pazanne.fr/;Le point numérique CAF se situe au CCAS de Sainte Pazanne.;;;tout public;;;gratuit;fermé;14h30-17h;14h30-17h;14h30-17h;fermé;fermé;fermé;CCAS : du lundi au vendredi :de 9h à 12h ( après-midi sur rdv uniquement);1;0;0;1;1;0;;0;1;0;Prendre rdv pour un accompagnement à l'outil informatique;;47.102832, -1.811296;E7V5-FW5R;2019-10-01T14:09:34+02:00;2019-10-01T14:09:34+02:00;2019-11-02T15:55:06+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s),Borne(s) CAF;Ordinateur(s);;;Imprimante(s);Borne(s) CAF;;;Accompagnement individuel;
Maison des habitants et du citoyen;Maison des habitants et du citoyen;maison-des-habitants@mairie-nantes.fr;Institution;;1 place des lauriers;44100;Nantes;44109;0240416200;https://www.nantes.fr/home/a-votre-service/equipements/maison-de-quartier/maison-des-habitants-et-du-citoy.html;La Maison des habitants et du citoyen, située place des Lauriers, est un véritable lieu multi-ressources au cœur du quartier. Elle propose différents services de proximité pour accompagner les familles et tous les habitants du quartier. C'est également dans ce lieu que se trouve la mairie annexe de Bellevue.;;;tout public;tram ligne 1 - arrêt Lauriers;;;9h-12h30 13h40-17h30;9h-12h30 13h40-17h30;9h-12h30 13h40-17h30;9h-12h30 13h40-17h30;9h-12h30 13h40-17h30;fermé;fermé;espace numérique : lundi : 15h-19h, vendredi : 14h-18h;1;0;0;1;0;1;;0;0;0;;;47.204709, -1.605251;N4MY-5QZX;;;2019-12-02T11:09:30+01:00;;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;;;
Médiathèque de Marsac-sur-Don;Communauté de commune de Derval;mediatheques@cc-derval.fr;Bibliothèque / Médiathèque;;18 rue Saint-Martin;44170;Marsac-sur-Don;44091;0240076630;http://www.biblios-ccsd.net/;"1 postes informatiques internet et outils bureautiques (Excel, Word) + wifi gratuite
livre numérique, regarder un film ou un documentaire, consulter la presse ou feuilleter des magazines électroniques, apprendre l'anglais, télécharger un jeu vidéo, écouter de la musique, etc...";;;tout public;car lilas du centre de Marsac sur Don;;gratuit;fermé;10h-13h;15h-19h;fermé;14h-19h;10h-13h 14h-17h;fermé;;1;1;0;0;0;1;;0;0;0;;;47.596858, -1.679721;UDY8-4LKU;2019-11-02T15:32:17+01:00;2019-11-02T15:32:17+01:00;2019-11-02T15:47:57+01:00;;Ordinateur(s),Tablette(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);;;;Connexion Wi-Fi;;;
Les Quatres Vents;Médiathèque du Loroux Bottereau;mediatheque@loroux-bottereau.fr;Bibliothèque / Médiathèque;;4 rue du jeu de paume;44430;Le Loroux-Bottereau;44084;0240338276;https://www.mediatheque-loroux-bottereau.net;Espace de lecture et de documentation ayant un service numérique;;;tout public;;;gratuit;fermé;16h-18h;10h-13h 14h-18h;fermé;16h-19h;10h-13h 15h-17h;10h30-12h;;1;1;0;1;0;1;3 postes informatiques, 3 tablettes et imprimantes à disposition;0;0;0;;;47.238526, -1.349373;ERLJ-D2WV;2019-11-02T15:46:08+01:00;2019-11-02T15:46:08+01:00;2019-11-02T15:46:15+01:00;;Ordinateur(s),Tablette(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);;Imprimante(s);;Connexion Wi-Fi;;;
Point d'accueil CPAM Guémené-Penfao;CPAM de Guémené-Penfao;;Institution;;2 rue du Beslé;44290;Guémené-Penfao;44067;3646;https://www.ameli.fr;;;;adultes;arrêt rue Saint Jean ligne 10 et 71;;gratuit;8h30-12h30 14h30-16h00;fermé;fermé;fermé;8h30-12h00 14h30-16h00;fermé;fermé;après-midi réservé a rendez-vous;1;0;0;0;1;0;;0;0;0;;;47.628763, -1.833911;QEEU-FGM3;2018-12-04T12:02:21+01:00;2018-12-04T12:14:09+01:00;2019-11-02T15:35:21+01:00;;Ordinateur(s),Borne(s) CAF;Ordinateur(s);;;;Borne(s) CAF;;;;
Bibliothèque d'Abbaretz;Bibliothèque d'Abbaretz;;Bibliothèque / Médiathèque;;8 rue des Ecoles;44170;Abbaretz;44001;0240872184;http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1;;;;tout public;;non;Tarif -20 ans : gratuit. Tarif + 20 ans : 7.00€. Tarif + 20 ans hors Communauté de Communes de la Région de Nozay :10.00€;fermé;fermé;10h00-12h30 16h00-18h00;fermé;fermé;10h30-12h30;fermé;;1;0;0;0;0;1;;0;0;0;;;47.552072, -1.532326;HFE5-2N9X;2018-01-06T12:27:29+01:00;2018-01-06T12:34:10+01:00;2019-11-02T15:34:06+01:00;;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;;
Blibliothèque Moisdon-la-rivière;Blibliothèque Moisdon-la-rivière;;Bibliothèque / Médiathèque;;3 place de l’église;44520;Moisdon-la-Rivière;44099;02 40 07 59 88;http://www.cc-castelbriantais.fr/reseau-des-bibliotheques;Lieu de lecture et d'activités;;;tout public;;;gratuit;fermé;fermé;10h45-12h30 15h-18h;fermé;16h30-18h30;10h-12h30 14h15-16h;fermé;;1;0;0;0;0;0;;0;0;0;;;47.621535, -1.372735;SHNV-HL5B;2018-05-31T12:48:46+02:00;2018-05-31T12:54:11+02:00;2019-11-02T15:49:51+01:00;;Ordinateur(s);Ordinateur(s);;;;;;;;
Bibliothéque Noyal-sur-Brutz;Bibliothéque Noyal-sur-Brutz;;Bibliothèque / Médiathèque;;5 rue des troënes 44110 Noyal-sur-Brutz;44110;Noyal-sur-Brutz;44112;: 02 40 28 09 58;http://www.cc-castelbriantais.fr/reseau-des-bibliotheques;1 poste informatique à disposition;;;tout public;;;;fermé;14h à 17h30;fermé;fermé;fermé;11h à 12h;fermé;;1;0;0;0;0;1;;0;0;0;;;47.775302, -1.345823;MXG4-95F4;2018-05-31T15:37:32+02:00;2018-05-31T15:41:24+02:00;2019-11-02T15:27:32+01:00;;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;;
Blibliothèque Erbray;Blibliothèque Erbray;;Bibliothèque / Médiathèque;;4 rue du rocher;44110;Erbray;44054;02 40 28 35 32;http://www.cc-castelbriantais.fr/reseau-des-bibliotheques;Lieu de lecture et d'activités.;;;tout public;;;gratuit;10h-12h;17h30-19h;fermé;fermé;fermé;10h30-12h;10h30-12h;;1;0;0;0;0;0;;0;0;0;;;47.655525, -1.318018;ANB2-6N8K;2018-05-31T12:25:20+02:00;2018-05-31T12:33:00+02:00;2019-11-02T15:27:19+01:00;;Ordinateur(s);Ordinateur(s);;;;;;;;
Axetic;Axetic;formation@axetic.fr;Autre;Secteur privé;45 rue de Châteaubriant;44590;Sion-les-Mines;44197;0641704532;http://www.axetic.fr/formations;;;;tout public;;;;;;;;;;;;1;0;0;0;0;1;;1;1;0;Initiation informatique et internet, initiation bureautique,création de site web, création de CV numérique.;;47.734198, -1.588314;2LXG-WH56;2018-05-31T12:29:31+02:00;2018-05-31T12:41:30+02:00;2019-11-02T16:05:02+01:00;Formation,Accompagnement individuel;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;Formation;Accompagnement individuel;
Blibliothèque La chapelle glain;Blibliothèque La chapelle glain;;Bibliothèque / Médiathèque;;place saint Nicolas;44670;La Chapelle-Glain;44031;0240810333;http://www.cc-castelbriantais.fr/reseau-des-bibliotheques;Lieu de lecture et d'activités.;;;tout public;;;gratuit;;;10h-12h;16h-17h30;;10h-11h15;;;1;0;0;0;0;0;;0;0;0;;;47.650913, -1.179943;TG9X-SZYP;2018-05-31T13:26:40+02:00;2018-05-31T13:34:46+02:00;2019-11-02T15:44:29+01:00;;Ordinateur(s);Ordinateur(s);;;;;;;;
Blibliothèque Petit auverné;Blibliothèque Petit auverné;;Bibliothèque / Médiathèque;;7 rue Sophie Trébuchet;44670;Petit-Auverné;44121;02 40 07 79 76;http://www.cc-castelbriantais.fr/reseau-des-bibliotheques;Lieu de lecture et d'activités;;;tout public;;;gratuit;;;16h30-18h30;;;;;Fermé le mercredi matin pendant les vacances scolaires.;1;0;0;0;0;0;;0;0;0;;;47.609159, -1.29027;K7TX-4HA5;2018-05-31T12:54:15+02:00;2018-05-31T13:05:09+02:00;2019-11-02T15:50:57+01:00;;Ordinateur(s);Ordinateur(s);;;;;;;;
Fablab Pays d'Ancenis;Fablab Pays d'Ancenis;fablabancenis@gmail.com;Association;;5 place Armand de Béthune;44150;Ancenis - Saint-Géréon;44003;0611089546;https://fablabancenis.wordpress.com/;Un espace ouvert à tous dans lesquels sont partagés machines, savoirs et compétences. Chacun peut venir réaliser son projet en s'appuyant sur les ressources disponibles.;;;tout public;Train (gare d'Ancenis);uniquement dans le cadre de la réalisation d'un projet;gratuit;;;;;;;;Le premier mercredi du mois à partir de 19h30 et le troisième samedi du mois à partir de 14h30.;1;0;0;0;0;1;Machines;1;1;1;;;47.364199, -1.19173;7J4A-HEDP;2019-12-02T15:43:53+01:00;2019-12-02T15:47:40+01:00;;Formation,Accompagnement individuel,Fourniture d'équipement;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;Formation;Accompagnement individuel;Fourniture d'équipement
Relais CAF;Maison de services au public Saint Lyphard ( Bureau de Poste);msap.saint-lyphard@laposte.fr;Institution;;2 rue de la Brière;44410;Saint-Lyphard;44175;;https://www.maisondeservicesaupublic.fr/content/saint-lyphard-bureau-de-poste;;;;tout public;;uniquement pour démarche administrative;gratuit;9h30-12h00 14h00-16h30;9h30-12h00 14h00-16h30;9h30-12h00 14h00-16h30;9h30-12h00 14h00-16h30;9h30-12h00 14h00-16h30;9h30-12 h00;;;1;0;0;0;1;0;;0;1;0;;;47.397863, -2.305668;EXTT-UAMZ;2019-01-29T17:34:10+01:00;2019-01-29T17:39:50+01:00;2019-11-02T15:59:38+01:00;Accompagnement individuel;Ordinateur(s),Borne(s) CAF;Ordinateur(s);;;;Borne(s) CAF;;;Accompagnement individuel;
Relais CAF;Relais CAF antenne de Saint-Nazaire;;Institution;;2 place Pierre Sémard;44600;Saint-Nazaire;44184;0 810 25 44 10;https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-de-la-region-nazairienne-et-de-l-estuaire/caf-antenne-de-saint-nazaire-fr-p1_638486;;;;tout public;;uniquement pour démarche administrative CAF;gratuit;8h30-16h00;8h30-16h00;8h30-16h00;8h30-16h00;8h30-16h00;;;Accueil sur rendez-vous le vendredi de 13h30 à 16h.;1;0;0;0;1;0;;0;0;0;;;47.28599, -2.212251;5NRB-NJ39;2019-01-29T17:40:01+01:00;2019-01-29T17:45:31+01:00;2019-11-02T16:01:51+01:00;;Ordinateur(s),Borne(s) CAF;Ordinateur(s);;;;Borne(s) CAF;;;;
Espace Multimédia du Pays d'Ancenis;Communauté de communes du Pays d'Ancenis (COMPA);espacemultimedia@pays-ancenis.com;Institution;;30 place Francis Robert;44150;Ancenis - Saint-Géréon;44003;0240092013;https://www.pays-ancenis.com/sorties-et-loisirs/du-cote-de/espace-multimedia/;"4 types de prestations ouvertes à tous :
- Accès libre et gratuit à une salle multimédia: ordinateurs, Internet, outils de bureautique. Utilisation seul, ou accompagné par un animateur. 
- Des permanences délocalisées sur les cantons du Pays d'Ancenis
- Ateliers collectifs de découverte Informatique et Internet et Bureautique
- Ateliers individualisés pour des questions plus ponctuelles et personnalisées";;;tout public;train (gare d'Ancenis);inscription gratuite obligatoire;gratuit ou payant pour certains ateliers et services;9h-12h30 14h-17h;14h-17h;9h-12h30;fermé;9h-12h30 14h-17h;9h-12h30;fermé;Fermetures occasionnelles, août et décembre;1;1;1;1;0;1;;1;1;1;;;47.370095, -1.178797;67UH-Z8B5;2018-11-28T16:33:03+01:00;2018-11-28T16:45:45+01:00;2019-11-02T15:14:42+01:00;Formation,Accompagnement individuel,Fourniture d'équipement;Ordinateur(s),Tablette(s),Scanner(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);;Connexion Wi-Fi;Formation;Accompagnement individuel;Fourniture d'équipement
Pôle Santé Social de Loireauxence;Mairie de Loireauxence;ccas@loireauxence.fr;Institution;;182 rue du Maréchal Foch;44370;Loireauxence;44213;0240986394;http://www.loireauxence.fr/;Vous trouverez ici de l'aide et de l'accompagnement dans vos démarches administratives.;logoloireauxence.jpg;photoloireauxence.jpg;tout public;;uniquement pour les démarches liées à la vie sociale et professionnelle;gratuit;9h-12h;9h-12h;9h-12h;9h-12h;9h-12h;fermé;fermé;;1;0;1;1;0;0;Accès téléphonique;0;1;1;Accompagnement individuel si disponibilité des agents;;47.385893, -1.032294;FRU3-RU5Q;2019-01-29T17:29:36+01:00;2019-01-29T17:35:04+01:00;2019-11-02T16:07:27+01:00;Accompagnement individuel,Fourniture d'équipement;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;;Accompagnement individuel;Fourniture d'équipement
Mission Locale du Pays d'Ancenis;Mission Locale du Pays d'Ancenis;accueil@mlpaysancenis.fr;Association;;30 place Francis Robert;44150;Ancenis - Saint-Géréon;44003;0240964430;www.missionlocalepaysancenis.fr;Espace d'accueil et accompagnement social et professionnel : orientation, formation, emploi, mobilité, logement, santé, citoyenneté;;;16-25 ans;Train (Gare d'Ancenis);Habiter le Pays d'Ancenis, avoir entre 16 et 25 ans et être sorti du système scolaire.;gratuit;9h00-12h30;9h00-12h30 13h45-17h00;9h00-12h30 13h45-17h00;9h00-12h30 13h45-17h00;9h00-12h30 13h45-16h30;fermé;fermé;;1;0;0;0;1;0;;1;1;1;Projet numérique soutenu par la Fondation ORANGE / Cie Terrena / Enesis;;47.370095, -1.178797;BUS7-Z4EM;2018-12-13T17:13:05+01:00;2018-12-13T17:19:41+01:00;2019-11-02T15:29:28+01:00;Formation,Accompagnement individuel,Fourniture d'équipement;Ordinateur(s),Borne(s) CAF;Ordinateur(s);;;;Borne(s) CAF;;Formation;Accompagnement individuel;Fourniture d'équipement
Pôle Emploi;Pôle Emploi;;Institution;;62 boulevard de Linz;44210;Pornic;44131;3949;https://www.pole-emploi.fr/;;;;demandeurs d'emploi;;;gratuit;8h30-12h30 12h30-16h30;8h30-12h30 12h30-16h30;8h30-12h30 12h30-16h30;8h30-12h30;8h30-12h30 12h30-16h30;fermé;fermé;L'accueil est assuré uniquement le matin, l'après-midi est réservé aux rendez-vous.;1;0;0;1;0;1;8 ordinateurs avec une imprimante chacun;0;1;0;Volontaires en service civique présents dans l'établissement pour l'accompagnement sur le site pôle emploi et également pour toute démarche administrative (CAF, AMELI...);;47.121961, -2.114177;DKCC-9U4X;2019-01-17T12:38:34+01:00;2019-01-17T12:45:26+01:00;2019-11-02T15:52:03+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;;Accompagnement individuel;
