sourceur;full_address;Identifiant;Date de dernière modification;Nom;Label;Label Net-Public;Demande de labellisation Net-Public;Site Web;N° et libellé de voie;Code Insee commune;Code postal;Localité;Téléphone;Email;Latitude;Longitude;Précision;Personne à contacter;Services proposés;accompagnement;formation;acces libre;non;ACC NR;Nombre d'animateurs;Numéro DUI;Photo;Statut;Autre label;N° et libellé de voie.1;Horaires d'ouverture;lundi;mardi;mercredi;jeudi;vendredi;samedi;dimanche;JOURS NR;Entrée - Accès [Accessibilité];Équipement;Entrée - Ouverture de porte [Accessibilité];Entrée - Obstacle à la porte d'entrée [Accessibilité];Circulation - Circulation dans les allées [Accessibilité];Circulation - Accès en fauteuil dans tout le lieu [Accessibilité];Circulation - Ascenseurs (dimensions) [Accessibilité];Services et équipements - Sanitaires [Accessibilité];Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Personnel initié à la langue des signes [Accessibilité];Extérieur - Place de parking réservée [Accessibilité];Extérieur - Places GIC/GIR à proximité [Accessibilité];Extérieur - Transports accessibles à proximité [Accessibilité];Tarif;Photo.1;Photo.2;Photo.3;N° et libellé de voie.2;Code Insee commune.1;Code postal.1;Localité.1;N° et libellé de voie.3;Circulation - Signalétique adaptée [Accessibilité];Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité];services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Place réservée au PMR [Accessibilité];Extérieur - Enseigne suffisamment lisible et visible [Accessibilité];Spécificité territoriale;Circulation - Ascenseurs (adaptations) [Accessibilité];Photo.4;Photo.5;Photo.6;Photo.7;Photo.8;Flux d'actualité;Courriel;Horaires initiations et ateliers;Entrée - Accès contrôlé [Accessibilité];Circulation - Escaliers [Accessibilité];Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité];Entrée - Largeur de porte en cm [Accessibilité];Circulation - Guidage [Accessibilité];Blog;Extérieur - Trottoirs (Obstacles) [Accessibilité];Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité];Rue, Voie, Chemin;Rue, Voie, Chemin.1;Fédération Nationale de Sport Numérique;Ateliers;Espace Public Numérique (EPN des Yvelines);Commentaire;Intitulé;Autre Site Web;Texte long;N° et libellé de voie.4;N° et libellé de voie.5;Code Insee commune.2;Code postal.2;Localité.2;Site Web2;Vidéo;Circulation - Plan du lieu [Accessibilité];NETPUBLIC;Site Web de Formation ORDIDACTIC60;Vidéo.1;Visio-accueil Pôle-Emploi;Le blog de la médiathèque;Fax;Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®;Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®;Services proposés.1;Villes Internet;Accueil de jeunes;Accueil de seniors;Organisation d'évènements;Centre d'Animation des Portes Ferrées;Personne à contacter.1;Image;N° et libellé de voie.6;Mission;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode
Gironde;Bourg 33610 Canéjan;90A;;Médiathèque municipale;PAPI;Bibliothèque;;;Bourg;90;33610;Canéjan;05 56 89 38 07;mediatheque@canejan.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi/vendredi :8h30-12h/13h-16h Mercredi : 17h-18h  Samedi :11h-12h;0;2;3;0;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.762175;-0.655871;Canéjan;0.62;municipality;33090;;Canéjan;;33610;Canéjan;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33090
Gironde;16 route Langoiran 33550 Capian;93A;;Bibliothèque publique;PAPI;Services publics;;;16 route Langoiran;93;33550;Capian;05 56 72 30 56;mairie.capian@wanadoo.fr;;;;Mr le Maire;;0;0;0;0;NR;;;;;;;Lundi/jeudi : 10H30-12H30 Mardi : 15H30-18H30 Vendredi : 15H30-17H30;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.703904;-0.380576;16 Route de Capian 33550 Langoiran;0.83;housenumber;ADRNIVX_0000000332936238;16;Route de Capian;;33550;Langoiran;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33226
Gironde;1 place du 8 Mai 1945  33840 Captieux;95A;;Mairie;PAPI;Services publics;;;"1 place du 8 Mai 1945 ";95;33840;Captieux;"05 56 65 60 31 ";;;;;;;0;0;0;0;NR;;;;;;;Lundi : 9H-12H/14H-17H Mercredi : 9H-12H/14H30-17H;1;0;3;0;0;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.291758;-0.261174;1 Place du Huit Mai 1945 33840 Captieux;0.76;housenumber;ADRNIVX_0000000332335324;1;Place du Huit Mai 1945;;33840;Captieux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33095
Gironde;17 avenue Vigneau Anglade 33560 CARBON BLANC;4f34022cde77fe55ff001147;14/02/2012;Bibliothèque municipale de Carbon Blanc;;0;0;;17 avenue Vigneau Anglade;33096;33560;CARBON BLANC;+33 5 57 77 68 86;mediatheque.carbonblanc@wanadoo.fr;44.903394;-0.50064;4;;;0;0;0;0;NR;;7791;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.895317;-0.503794;17 Avenue André Vignau Anglade 33560 Carbon-Blanc;0.76;housenumber;ADRNIVX_0000000276141191;17;Avenue André Vignau Anglade;;33560;Carbon-Blanc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33096
Gironde;Ave André Vignau Anglade 33560 Carbon-Blanc;96B;;Maison pour tous – BIJ;PAPI;Jeunesse;;http://www.carbon-blanc.fr/fr/mairie/emploi-et-economie/soutien-economique/bureau-information-jeunesse/index.html;Ave André Vignau Anglade;96;33560;Carbon-Blanc;05 57 77 68 87;bij@carbon-blanc.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi : 8H30-12H00/14H-17H Vendredi : 8H30-12H/14H-16H;0;2;0;0;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.895562;-0.508235;Avenue André Vignau Anglade 33560 Carbon-Blanc;0.87;street;33096_XXXX_d555c5;;Avenue André Vignau Anglade;;33560;Carbon-Blanc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33096
Gironde;" 33390 Cars";100A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;100;33390;Cars;;bibliotheque.cars@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;Lundi : 8H30-12H30/14H-19H Mardi au Vendredi : 8h30-12h/14h-17h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.128341;-0.621266;Cars;0.92;municipality;33100;;Cars;;33390;Cars;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33100
Gironde;31 Grand rue 33210 CASTETS EN DORTHE;4f3401abde77fe55ff00065a;14/02/2012;Bibliothèque;;0;0;;31 Grand rue;33106;33210;CASTETS EN DORTHE;+33 5 56 62 39 86;bibliotheque-castets@cc-paysdelangon.fr;44.561585;-0.152839;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10142;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.561646;-0.152871;31 Grand-Rue (Castets-en-Dorthe) 33210 Castets et Castillon;0.86;housenumber;ADRNIVX_0000000276580947;31;Grand-Rue (Castets-en-Dorthe);;33210;Castets et Castillon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33106
Gironde;4, Esplanade Marcel Jouanno 33350 CASTILLON LA BATAILLE;4f34022dde77fe55ff001148;28/02/2013;Médiathèque municipale Castillon la Bataille;;1;0;http://castillon.sezhame.decalog.net;4, Esplanade Marcel Jouanno;33108;33350;CASTILLON LA BATAILLE;+33 5 57 56 40 30;media.clb@orange.fr;44.8531923147;-0.04540537302;9;Michez Myriam et Freyssinel Evelyne;"Accompagnement individuel et collectif
Initiation Internet et multimédia
Pratiques culturelles, création artistique
Recherche d'emploi sur Internet
Démarches administratives
Vie quotidienne (achats, loisirs, …)
Outils et usages mobiles (smartphones, tablettes, liseuses, applications)
Accueil de personnes handicapées
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations
Espace d'accompagnement de jeux vidéos
Centre d'évaluation PIM";1;40;0;0;;une;7792;;Collectivité publique;;;"lundi et samedi : 9h-12h
mardi : 15h-18h
mercredi : 9h-18h
vendredi : 13h-18h";1;2;3;0;5;6;0;;Plain-pied;"3 postes au public
1 appareil photo numérique
1 tablette graphique
1 webcam
2 liseuses";Manuelle;"Absence de marquage sur la porte d'entrée
Porte difficile à maintenir ouverte
Poignée peu ergonomique";Aisée;Total;;;;;;;;"les 3 1ères séances à l'essai (gratuites)
adulte castillonnais : 12€
adulte extérieurs commune : 25€
enfant castillonnais : gratuit
enfant extérieurs commune : 8€
tarif réduit castillonnais : 9€
tarif réduit extérieurs commune : 12€";;;;;;;;;;;;;;;;;;;;;;;;Visiteur visible depuis l'intérieur;;;92 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.853249;-0.04555;Esplanade Marcel Jouanno 33350 Castillon-la-Bataille;0.89;street;33108_XXXX_322c00;;Esplanade Marcel Jouanno;;33350;Castillon-la-Bataille;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33108
Gironde;16 Place de l'Eglise 33113 Cazalis;115A;;Bibliothèque;PAPI;Bibliothèque;;;16 Place de l'Eglise;115;33113;Cazalis;05 56 65 22 04;mairie.cazalis@wanadoo.fr;;;;Jean-Claude Lassalle;;0;0;0;0;NR;;;;;;;Hiver du Mardi au Samedi : 9h30-12h/14h-17h - Eté : du Mardi au Samedi : 9h-12h/14h-18h30 et dimanche 13h;0;2;3;4;5;6;7;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.341929;-0.379546;16 L'Église 33113 Cazalis;0.66;housenumber;ADRNIVX_0000000335665736;16;L'Église;;33113;Cazalis;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33115
Gironde;" 33113 Cazalis";115B;;Mairie;PAPI;Services publics;;;;115;33113;Cazalis;05 56 65 22 04;"mairie.cazalis@wanadoo.fr ";;;;;;0;0;0;0;NR;;;;;;;"Lundi : 14h-17h mardi : 10-12h 14h-18h Mercredi 14h-18h Jeudi 14h-17h (+ 1 samedi par mois 10h-14H) ";1;2;3;4;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.341128;-0.380096;Cazalis;0.92;municipality;33115;;Cazalis;;33113;Cazalis;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33115
Gironde;54 Avenue Hubert Dubedout 33150 CENON;4f3401a4de77fe55ff0005a1;14/02/2012;Mission Locale des Hauts de Garonne;;0;0;;54 Avenue Hubert Dubedout;33119;33150;CENON;+33 5 57 77 31 00;;44.847726;-0.506012;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9939;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.847728;-0.506252;54 Avenue Hubert Dubedout 33150 Cenon;0.93;housenumber;ADRNIVX_0000000276235383;54;Avenue Hubert Dubedout;;33150;Cenon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33119
Gironde;MAC Palmer La Colline, Rue du professeur Langevin 33150 CENON;4f3401a5de77fe55ff0005a8;14/02/2012;BIJ;;0;0;http://www.ville-cenon.fr/html/1/enfance-et-jeunesse/bureau-information-jeunesse/index.html;MAC Palmer La Colline, Rue du professeur Langevin;33119;33150;CENON;+33 5 56 48 79 70;jamel.chihab@ville-cenon.fr;44.854077;-0.523888;4;Mr CHIHAB;Accompagnement individuel;1;0;0;0;;1;9949;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.854042;-0.521509;Rue du Professeur Paul Langevin 33150 Cenon;0.58;street;33119_XXXX_095b18;;Rue du Professeur Paul Langevin;;33150;Cenon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33119
Gironde;11, rue du 8 mai 1945 33150 CENON;4f340234de77fe55ff0011ff;29/03/2012;Cyber-base de Cenon;Cyber-base;1;0;http://cenon.cyber-base.org/;11, rue du 8 mai 1945;33119;33150;CENON;+33 5 56 67 80 66;cyberbase@ville-cenon.fr;44.8517191756;-0.514071115;9;VERGNON François ou CAINE Dorothée;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives
Outils et usages mobiles (smartphones, tablettes, applications)
Accueil de handicapés
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations";1;27;0;0;;5;8025;"<p>
	<img alt=""Plan d'accÃšs"" height=""400"" src=""http://delegation.internet.gouv.fr/bddui/api/images/photos_epn/571592.png"" /></p>
<p>
	<img alt=""Salle Principale"" src=""http://delegation.internet.gouv.fr/bddui/api/images/photos_epn/9500473.jpg"" style=""height: 400px; "" /></p>";;;Maison des Associations;"Accueil du public :
mardi 10:30-12:00 / 13:30-19:00
mercredi 10:30-18:00
jeudi 13:30-19:00
vendredi 10:30-18:00
samedi 10:30-13:00";0;2;3;4;5;6;0;;;"23 postes informatiques à disposition du public répartis sur 2 salles (total 170 m²).
Windows, Linux et Mac Os
Scanner et imprimantes N&B et couleur.
Equipement dédié handicap : téléagrandisseur, clavier adapté, trackball, synthèse vocale,...";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.852531;-0.515395;11 Rue du 8 Mai 1945 33150 Cenon;0.92;housenumber;ADRNIVX_0000000276223373;11;Rue du 8 Mai 1945;;33150;Cenon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33119
Gironde;1, Avenue du Président Auriol 33150 CENON;4f3401c8de77fe55ff000895;14/02/2012;Médiathèque Jacques Rivière;;0;0;http://www.ville-cenon.fr/html/1/culture/mediatheque-jacques-riviere/index.html;1, Avenue du Président Auriol;33119;33150;CENON;+33 5 57 77 31 77;mediatheque.jriviere@ville-cenon.fr;44.855918;-0.52087;8;Isabelle MIRAMBET;Accompagnement individuel;1;0;0;0;;1;10756;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.85597;-0.520964;1 Avenue du Président Vincent Auriol 33150 Cenon;0.77;housenumber;ADRNIVX_0000000276208367;1;Avenue du Président Vincent Auriol;;33150;Cenon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33119
Gironde;Place du Souvenir 33610 CESTAS;4f340195de77fe55ff000445;14/02/2012;Médiathèque municipale;;1;0;http://mediatheque.mairie-cestas.fr/;Place du Souvenir;33122;33610;CESTAS;+33 5 57 83 53 11;bm-cestas@wanadoo.fr;44.742316;-0.685221;6;M. VILAIN Jonathan;"Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives";1;27;0;0;;1;9559;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.741825;-0.685189;Place du Souvenir 33610 Cestas;0.92;street;33122_XXXX_146d1d;;Place du Souvenir;;33610;Cestas;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33122
Gironde;147 rue Pierre Brossolette 33230 COUTRAS;4f34022cde77fe55ff001145;14/02/2012;Point cyb de Coutras;Point Cyb;1;0;;147 rue Pierre Brossolette;33138;33230;COUTRAS;+33 5 57 69 37 35;pointcyb@pays-de-coutras.com;45.036758;-0.134846;8;"Stéphane GOMEZ
Philippe BORDAS";"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;7789;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.036768;-0.134923;147 Rue Pierre Brossolette 33230 Coutras;0.93;housenumber;ADRNIVX_0000000276015939;147;Rue Pierre Brossolette;;33230;Coutras;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33138
Gironde;15 rue St Jean 33230 Coutras;138A;;Médiathèque Maurice Druon;PAPI;Bibliothèque;;;15 rue St Jean;138;33230;Coutras;05.57.49.01.49;mediatheque.coutras@wanadoo.fr;;;;Mme Troussard;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.041131;-0.129818;Rue Saint-Jean 33230 Coutras;0.69;street;33138_XXXX_e59b03;;Rue Saint-Jean;;33230;Coutras;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33138
Gironde;32 rue Amaury de Craon 33670 CREON;4f3401f4de77fe55ff000ca2;14/02/2012;Solidarité en Créonnais - Point Rencontre Service – BIJ;PAPI;0;0;http://solidarite-en-creonnais.fr/;32 rue Amaury de Craon;33140;33670;CREON;0557344252ou55;bij-creonnais@club-internet.fr;44.773888;-0.347564;8;"Sylvie PICARD
Sandra OLIVAUD";"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;5827;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.77388;-0.347466;32 Rue Amaury de Craon 33670 Créon;0.92;housenumber;ADRNIVX_0000000276414514;32;Rue Amaury de Craon;;33670;Créon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33140
Gironde;Rue Principale 33820 ETAULIERS;4f3401aade77fe55ff000632;14/02/2012;Bibliothèque;;0;0;;Rue Principale;33159;33820;ETAULIERS;+33 5 57 64 70 27;;45.228241;-0.573721;6;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10093;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.223617;-0.57337;Rue Principale 33820 Étauliers;0.91;street;33159_0210_96f594;;Rue Principale;;33820;Étauliers;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33159
Gironde;rue de l'Église 33320 EYSINES;4f3401f1de77fe55ff000c51;14/02/2012;BIJ;Point Cyb;1;0;;rue de l'Église;33162;33320;EYSINES;+33 5 56 28 92 17;bij@ville-eysines.fr;44.885445;-0.647814;6;Faly RAZAFIMBELO;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;5691;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.885238;-0.647759;Rue de l'Église 33320 Eysines;0.91;street;33162_XXXX_c54789;;Rue de l'Église;;33320;Eysines;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33162
Gironde;2 rue de lEglise 33320 EYSINES;4f3401abde77fe55ff000661;14/02/2012;Bibliotheque Jean Degoul;;0;0;;2 rue de lEglise;33162;33320;EYSINES;+33 5 56 57 84 86;bibliotheque@ville-eysines.fr;44.880182;-0.65056;4;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10150;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.885152;-0.647448;2 Rue de l'Église 33320 Eysines;0.83;housenumber;ADRNIVX_0000000276150337;2;Rue de l'Église;;33320;Eysines;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33162
Gironde;13 allée de chaumont résidence le Village bat B1 33320 EYSINES;4f340202de77fe55ff000ddf;14/02/2012;Melusine;;0;0;;13 allée de chaumont résidence le Village bat B1;33162;33320;EYSINES;+33 5 56 57 55 94;ass.melusine@wanadoo.fr;44.880182;-0.65056;4;abel philippe;;0;0;0;0;NR;;6393;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.864204;-0.633901;13 Allée Chaumont 33320 Eysines;0.45;housenumber;ADRNIVX_0000000326757908;13;Allée Chaumont;;33320;Eysines;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33162
Gironde;Av. de la Libération 33320 Eysines;162B;;BIJ;EPN;Jeunesse;;www.ville-eysines.fr;Av. de la Libération;162;33320;Eysines;05 56 28 92 17;bij@ville-eysines.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi : 14h-19h, Mercredi :  10h-18h, jeudi :  12h-18h, Vendredi : 12h-19h;0;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.885445;-0.650934;Avenue de la Libération 33320 Eysines;0.77;street;33162_XXXX_61a401;;Avenue de la Libération;;33320;Eysines;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33162
Gironde;" 33210 Fargues";164A;;Bibliothèque intercommunale;PAPI;Bibliothèque;;;;164;33210;Fargues;;mairie-fargues@wanadoo.fr;;;;Isabelle  Birague;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.535551;-0.297259;Fargues;0.92;municipality;33164;;Fargues;;33210;Fargues;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33164
Gironde;61 avenue de l'Entre-Deux-Mers 33370 FARGUES ST HILAIRE;4f3401aade77fe55ff00063d;14/02/2012;BIbliothèque;;0;0;;61 avenue de l'Entre-Deux-Mers;33165;33370;FARGUES ST HILAIRE;+33 5 56 68 53 76;bibli-fargues-st-hilaire@wanadoo.fr;44.823875;-0.44569;8;Caroline Fuentes;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10109;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.823925;-0.445772;61 Avenue de l'Entre-Deux Mers 33370 Fargues-Saint-Hilaire;0.83;housenumber;ADRNIVX_0000000276309779;61;Avenue de l'Entre-Deux Mers;;33370;Fargues-Saint-Hilaire;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33165
Gironde;Bourg 33370 Fargues-Saint-Hilaire;165A;;Bibliothèque municipale;PAPI;Bibliothèque;;;Bourg;165;33370;Fargues-Saint-Hilaire;06 98 83 07 80;mairie-fargues-st-hilaire@wanadoo.fr;;;;"Angélique BOUWYN ";;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.822979;-0.44582;Fargues-Saint-Hilaire;0.75;municipality;33165;;Fargues-Saint-Hilaire;;33370;Fargues-Saint-Hilaire;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33165
Gironde;11 avenue Pierre et Marie Curie 33270 FLOIRAC;4f34018dde77fe55ff00037b;14/02/2012;M.270 Maison des Savoirs partagés;;1;0;http://www.m270.net/;11 avenue Pierre et Marie Curie;33167;33270;FLOIRAC;+33 5 57 80 90 62;multimediam270@ville-foirac33.fr;44.836694;-0.517457;4;"Sébastien Gross
 Bruno Nguyen-Ngoc";"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives";1;27;0;0;;1;9328;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.836617;-0.533534;Avenue Pierre Curie 33270 Floirac;0.68;street;33167_XXXX_7cc74e;;Avenue Pierre Curie;;33270;Floirac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33167
Gironde;Rue Voltaire 33270 FLOIRAC;4f34022fde77fe55ff00118c;14/02/2012;Médiathèque Roland Barthes;;0;0;http://www.ville-floirac33.fr/;Rue Voltaire;33167;33270;FLOIRAC;+33 5 56 86 99 28;mediatheque@ville-floirac33.fr;44.844688;-0.509383;6;;;0;0;0;0;NR;;7890;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.845571;-0.508956;Rue Voltaire 33270 Floirac;0.92;street;33167_1475_25f4c6;;Rue Voltaire;;33270;Floirac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33167
Gironde;40 Francicot Nord 33710 Gauriac;182A;;Bibliothèque municipale;PAPI;Bibliothèque;;www.gauriac.fr;40 Francicot Nord;182;33710;Gauriac;05 57 64 80 08;mairie@gauriac.fr;;;;;;0;0;0;0;NR;;;;;;;lundi au vendredi 9h-13h 14h-17h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.063867;-0.618033;Francicot 33710 Gauriac;0.67;locality;33182_XXXX_3ab11a;;Francicot;;33710;Gauriac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33182
