Nom;Présentation;Photo;Horaires d'ouverture;Services itinérants;Adresse;Complément d'adresse;Code Postal;Ville;Email de contact;Site internet;Téléphone;Parking à proximité;Accès transports en commun;Plan d'accès;Accessibilité;Lien Facebook;Lien Twitter;Lien Google+;Date de création de la fiche;Date de la dernière modification de la fiche;Pôle emploi;CPAM;CNAV;GRDF;La Poste;MSA;CAF;Agence départementale d'information sur le logement (ADIL);Agence locale de l’énergie (ALE);Banque de France;Cap Emploi;Centre communal d'action sociale (CCAS);Centre intercommunal d’action sociale (CIAS);Centre local d'information et de coordination (CLIC);Centre social;Chambre d'agriculture;Chambre de commerce et d'industrie (CCI);Chambre de métiers et de l'artisanat (CMA);Conseil départemental;Conseil départemental de l’accès au droit (CDAD);Croix-Rouge;Défenseur des droits;EDF;Fédération nationale des accidentés du travail et des handicapés (FNATH);Greta (formation continue pour les adultes);Maison de l'emploi;Maison départementale des personnes handicapées (MDPH);Médecine du travail;Mission locale;Plan local pour l'insertion et l’emploi (PLIE);Point d'accès au droit;Point d'appui à la vie associative;Point Info Famille;Point Info Jeunesse;Point Protection Maternelle Infantile;Préfecture;Protection, Amélioration, Conservation, Transformation de l'habitat (PACT);Régime social des indépendants (RSI);Réseau d'Ecoute, d'Appui et d'Accompagnement des Parents (REAAP);Trésor Public;Union de Recouvrement des Cotisations de Sécurité Sociale et d'Allocations Familiales (URSSAF);Union départementale des associations familiales (UDAF);Autre;Autres partenaires et services;Planning des permanences;Equipements à disposition;Autres équipements;Dans les mêmes locaux;Autres services dans les locaux;Année d'ouverture de la maison;Année de labellisation de la maison;Structure porteuse de la Maison de services au public;Appartenance à un réseau territorial;Connexion avec d'autres Maisons de services au public;Autres labels;Informations complémentaires
MSAP DU SEVERAGAIS;Depuis le 2 janvier 2018, les locaux de la Mairie annexe de Sévérac le Château (rue des Douves) accueillent une nouvelle entité : la MSAP du Sévéragais (Maison de Services au Public). Des agents d’accueil sont là pour vous aider dans toutes vos démarches administratives. Ils sont à votre écoute pour vous orienter vers les principaux partenaires : CAF, MSA, CARSAT, POLE EMPLOI…En mettant un poste informatique à votre disposition ces agents peuvent vous aider à l’utilisation d’internet nécessaire pour naviguer sur les différents sites et vous guider pour toutes les démarches s’effectuant par télé procédures.;Oui;LUNDI 9h00-12h30 13h30-17h30 MARDI 8h30-12h00 13h30-17h MERCREDI 9h00-12h30 13h30-17h JEUDI FERME VENDREDI 8h30-12h Fermé après-midi  ;Non;9 rue des Douves;Mairie Annexe de Sévérac;12150;Sévérac-le-Château;msap.severagais@caussesaubrac.fr;;05-65-47-62-63;Oui;;Oui;Handicap moteur;;;;13/12/2017;19/06/2018;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;ESPACE EMPLOI FORMATION CAUSSES ET AUBRAC;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Mairie|Office de tourisme;;20/10/2017;02/01/2018;COMMUNAUTE DE COMMUNES DES CAUSSES A L'AUBRAC;;;;
MSAP Itinérante de la Communauté de communes Plaines et Monts de France;Maison de Services au Public itinérante sur l'ensemble du territoire de la Communauté de communes Plaines et Monts de France (Annet-sur-Marne, Charmentray, Charny, Cuisy, Iverny, Fresnes-sur-Marne, Le Pin, Le Plessis-l'Evêque, Le Plessis-aux-Bois, Marchémoret, Messy, Montgé-en-Goële, Nantouillet, Oissery, Précy-sur-Marne, Saint-Mesmes, Saint-Pathus, Villeroy, Villevaudé, Vinantes);Non; Les Permanences ont lieu en Mairie?* et sans rendez-vous?**   vous pouvez aller dans une permanence d'une commune voisine     * sauf à Charny (la Poste) et saint-Pathus (domaine des Brumiers)       ** sauf aux Plessis-aux-Bois, sur rendez-vous  Planning par communes : http://www.cc-pmf.fr/images/developpementlocal/emploi/permservpop.pdf   ANNET-SUR-MARNE les 1er et 3ème vendredis du mois  de 9h30 à 12h00   CHARMENTRAY les 1er et 3ème jeudis du mois de 14h00 à 17h00   CHARNY les 2ème et 4ème vendredis du mois de 9h30 à 12h30   CUISY les 2ème et 4ème vendredis du mois de 14h00 à 16h30   IVERNY les 1er et 3ème jeudis du mois de 9h30 à 12h30   FRESNES-SUR-MARNE le 3ème mercredi du mois de 9h30 à 11h30   LE PIN les 2ème et 4ème mercredis du mois  de 9h30 à 12h00   LE PLESSIS-L'EVEQUE les 1er et 3ème lundis du mois de 14h30 à 17h00   MARCHEMORET les 1er et 3èmes vendredis du mois de 14h00 à 16h30   MESSY  les 2ème et 4ème jeudis du mois de 14h00 à 17h00   MONTGE-EN-GOELE les 1er et 3ème mardis du mois de 14h00 à 17h00   NANTOUILLET les 2ème et 4ème mardis du mois de 9h30 à 12h30   OISSERY les 2ème et 4ème lundis du mois de 14h00 à 17h00   PRECY-SUR-MARNE les 2ème et 4ème lundis du mois de 9h30 à 12h00   SAINT-MESMES les 1er et 3ème mardis du mois de 9h30 à 12h00   SAINT-PATHUS le 1er mercredi du mois de 9h30 à 12h00   VILLEROY les 2ème et 4ème jeudis du mois de 9h30 à 12h00   VILLEVAUDE les 2ème et 4ème mardis du mois de 14h00 à 17h00   VINANTES les 1er et 3ème lundis du mois de 9h30 à 12h30      ;Oui;6 rue du Général de Gaulle;;77230;Dammartin-en-Goële;msap.itinerante@cc-pmf.fr;;0787086722;Non;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;16/05/2018;22/06/2018;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Fédération ADMR de Seine-et-Marne, Domicile Services 77;Non;Accès Internet|Espace de confidentialité|Imprimante|Scanner|Téléphone|Visio conférence|Wifi;;Mairie;;02/04/2018;04/05/2018;Communauté de communes Plaines et Monts de France;;;;
MSAP Itinérante du CSC du Pays Ségali;Une MSAP Itinérante pour vous, habitants du pays Ségali, un service au plus près de chez vous ! Nos missions : - Vous accueillir, vous informer et vous orienter - Vous accompagner à l’utilisation des services en ligne - Vous accompagner dans vos démarches administratives - Vous faciliter la mise en relation avec les administrations partenaires : CAF, MSA, Pôle Emploi...;Non;Toutes les semaines Naucelle : Mardi de 9h à 12h  et 13h à 17h30 Mercredi de 9h à 12h  Lieu :  Centre Social  et Culturel   Baraqueville : Jeudi de 9h15 à 12h et 13h à 16h45 Lieu : Foyer  Les Fontanilles Cassagnes-Bégonhès: Vendredi de 9h30 à 12h00 Lieu : Mairie   Une fois par mois  Moyrazès : 1er Mercredi du mois Lieu : Mairie de 9h30 à 12h Colombiès : 2ème Mercredi du mois Lieu : MARPA de 9h30 à 12h Calmont : 3ème Mercredi du mois Lieu : Mairie de 9h30 à 12h;Oui;35 avenue de la Gare;;12800;Naucelle;cscps.animation.sociale@orange.fr;;0565722919;Oui;;Non;;;;;30/03/2018;04/04/2018;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Scanner|Téléphone;;;;09/04/2018;14/12/2017;Centre Social et Culturel du Pays Segali;;;;
MSAP Itinérante du Haut et Moyen Pays de la CASA;Portée et mise en place par l'association SLV de Valbonne, la MSAP intervient sur les communes de Cipières, Pont du Loup, Le Bar sur Loup et Opio.;Oui;lundi : -9h00- 12h30 au Bar sur Loup (mairie)  et 13h30-17h à Pont du Loup (Mairie) Mercredi : 9h00- 12h30 et 13h30-17h à Opio (Mairie) Jeudi :  9h00- 12h30 à Pont du Loup (Mairie) et 13h30-17h au Bar sur Loup (mairie)  vendredi : 9h- 13h à Cipières (Bibliothèque)  ;Oui;Ferme Bermond;Rue de la Vigne Haute;06560;Valbonne;msap@slv-valbonne.fr;Site internet;06 38 25 32 56;Oui;;Non;;http://www.facebook.com/MSAPitinerante.valbonne;;;24/10/2017;14/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Mairie de Le Bar sur Loup, Mairie de Gourdon, Mairie de Cipières;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Wifi;;;;09/11/2017;24/07/2017;Association Sophia Loisirs & Vie à Valbonne;"ADRETS ; ERIC";;ERIC;
MSAP La Ferté Gaucher;La Maison de Services au Public (MSAP) est un espace géré et animé par la Communauté de Communes des 2 Morin. Espace mutualisé de services au public, la MSAP a vocation a délivrer une offre de proximité à l'attention de tous les publics, notamment dans les domaines de l'emploi et du social. De l'information transversale de 1er niveau à l'accompagnement de l'usager sur des démarches spécifiques, la MSAP articule présence humaine et outils numériques.;Oui;Lundi : 08h30 - 12h00  13h30-17h00 Mardi : 08h30 - 12h00  13h30-17h00 Mercredi : 08h30 - 12h00  13h30-17h00 Jeudi : 08h30 - 12h00  13h30-17h00 Vendredi : 08h30 - 12h00;Non;6 rue Ernest Delbet;;77320;La Ferté-Gaucher;msap@cc2m.fr;Site internet;0164205472;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;27/09/2016;22/03/2018;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Centre 77 : Aide à domicile AD PEP 77 : Cour de français CARED sur rendez-vous Coallia : point accueil MDPH Associations : Génération Mouvement/Les Aînés Ruraux - Comité du Sport en Milieu Rural 77 / La Balise (addictologie) Syndicat Intercommunaux : SAGE des deux Morin - SIVHM - SIVOS;Non;Accès Internet|Espace de confidentialité|Imprimante|Scanner;;Centre communal d'action sociale (CCAS)|Communauté de communes;Point de dépôt des dossiers de cartes grises pour les habitants des 10 communes formant la CCCB;01/09/1996;22/09/2016;Communauté de communes des 2 Morin;;;;
MSAP Maison de Services au Public de Villedieu Intercom;La Maison des services vous informe, accompagne et oriente dans le domaine social et médico-social pour : - la Carsat retraite - le département - Pôle Emploi - CPAM - CAF - MSA;Oui;Du Lundi au Vendredi de 8 h 30 à 12 h / 13 h 30 à 17 h 30;Non;11 Rue Pierre Paris;;50800;Villedieu-les-Poêles;accueil@villedieuintercom.fr;Site internet;02/33/90/17/90;Oui;;Non;Handicap moteur;;;;18/10/2016;06/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Communauté de communes|Espace de coworking|Relai Assistantes Maternelles (RAM);;07/10/2016;07/10/2016;Villedieu Intercom;;;;
MSAP MONTAGNE D'ARDECHE;La Maison de services MONTAGNE D'ARDECHE est installée dans les locaux de la communauté de communes, à l'ancien couvent St-Joseph, au 1er étage. Mme Catherine CAILLIBOT est à votre disposition pour vous aider dans vos démarches administratives ou dans vos recherches d'informations.;Oui;Lundi : 8-12h et 14-17h Mardi : 8-12h et 14-17h Jeudi : 8-12h et 14-17h Mercredi et vendredi : 8-12h        ;Oui;MAISON BOURRET;;07590;Saint-Étienne-de-Lugdarès;msap-stetiennedelugdares@inforoutes.fr;;0466464216;Oui;;Non;;;;;24/02/2016;07/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;DGFIP;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Bibliothèque|Communauté de communes|Mairie;;07/09/2007;07/09/2007;COMMUNAUTE DECOMMUNES MONTAGNE D'ARDECHE;;;;
MSAP Pleyben - Châteaulin - Porzay;En rassemblant sans un même lieu différents services, la Maison de Services Au Public permet de mobiliser des compétences pour aider les usagers dans leurs démarches liées à l'emploi, la formation, l'insertion professionnelle, la création d'entreprise... Des structures œuvrant dans les domaines juridiques et sociaux y tiennent également des permanences. La MSAP dispose aussi : d'un centre de documentation avec accès à trois ordinateurs , - de deux salles de réunion, - d'une salle informatique.;Oui;Lundi: 8h45-12h 13h30-17h30 Mardi : 8h45-12h 13h30-17h30 Mercredi : 8h45-12h 13h30-17h30 Jeudi : 8h45-12h 13h30-17h Vendredi : 8h45-12h 13h30-17h;Non;33 quai Robert Alba;;29150;Châteaulin;msap@ccpcp.bzh;;02 98 16 14 20;Oui;;Non;Handicap moteur;;;;28/09/2017;19/02/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Armée de terre, Marine, Centre d'Information et d'Orientation, Agora Justice, UDAF (assistance aux tuteurs familiaux), Etudes &Chantiers, Point Accueil Ecoute Jeunes, Ener'Gence, OPAH, Championnet, Initiatives Formation, Point relais particulier emploi, Dispositif expérimental d'accompagnement des agriculteurs en reconversion;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Visio conférence;Deux salles de réunion, un centre de documentation, une salle informatique.;Centre intercommunal d'action sociale (CIAS)|Espace Public Numérique;;06/09/1999;28/06/2017;Communauté de Communes de Pleyben-Châteaulin-Porzay;;;P@T/EPN (Région Bretagne);
MSAP Porte du Jura;La MSAP Porte du Jura est située dans le village de Beaufort, à dans le département du Jura, à 15 minutes au sud de Lons le Saunier, au sein de la Maison commune, qui regroupe, outre la MSAP : les locaux de la CC Porte du Jura, le Relais Assistantes Maternelles, l'ADMR et le SSIAD (soins infirmiers).;Non;Lundi : 10h - 12h, et 14h - 17h Mardi : 10h - 12h, et 14h - 17h Mercredi : 10h - 12h, et 14h - 17h Jeudi : 10h - 12h, et 14h - 17h Vendredi : 10h - 12h, et 14h - 17h;Oui;10 Grande Rue;Maison commune;39190;Beaufort;msap@ccportedujura.fr;Site internet;03 84 48 45 45;Oui;Accès en bus par la ligne 901 (Lons-le-Saunier - Bourg en Bresse);Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;24/02/2016;16/03/2018;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Etablissement Voyageur SNCF Franche-Comté (pour la vente de billets de trains régionaux sur place) Scènes du Jura (vente de billets pour plusieurs spectacles de chaque saison) Connaissance du Monde (vente de tickets pour les conférences de chaque saison) Jazz en Revermont (festival annuel de jazz du Sud-Revermont) La Caborde (aire viti-culturelle du Sud-Revermont Initiation à l'informatique (prise en main, tableur et traitement de texte, logiciels libres) Point Information Logement (locations disponibles);Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone;2 salles de réunion (20 et 40 personnes), dont une équipée d'un vidéoprojecteur et d'un matériel de sonorisation. Point lecture (mise à disposition de livres par la Médiathèque communautaire);Bureau de Poste|Communauté de communes|Espace Public Numérique|Relai Assistantes Maternelles (RAM);;01/03/2007;19/09/2007;Communauté de communes Porte du Jura;;;;La MSAP Poerte du Jura est gérée par la Communauté de communes, et s'appuie sur un réseau local fort constitué de partenaires publics et institutionnels, d'associations, d'habitants et d'élus du territoire impliqués quotidiennement dans son action.
MSAP Ubaye Serre-Ponçon;La Maison de services au public Ubaye Serre-Ponçon vous accompagne dans vos démarches administratives. La MSAP propose un espace d’accueil avec plusieurs postes informatiques mis à disposition gratuitement. Le public vient s’informer sur l’emploi, la santé, la justice et sur bien d’autres thématiques. Une responsable est à l’écoute pour répondre aux questionnements en lien avec les partenaires et vous accompagne dans vos démarches. De plus, des services innovants sont proposés grâce aux possibilités qu’offre internet. Par exemple, dans l’espace d’accueil des rendez-vous en Visio avec les partenaires sont organisés.;Oui;Lundi : 8h30 à 12h30 Mardi :  8h30 à 12h30 et de 13h30 à 16h00 Mercredi : 8h30 à 12h30 Jeudi : 8h30 à 12h30 et de 13h30 à 16h00 Vendredi : 8h30 à 12h30  ;Oui;Mairie de Barcelonnette;1er Etage;04400;Barcelonnette;msap-barcelonnette@cbe-emergence.com;;04 92 80 71 30;Oui;;Non;;https://www.facebook.com/msap.ubaye/;;;24/02/2016;09/02/2018;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;ERDF CIDFF Objectif+ AFPA Initiative 04 GECIAM EGEE;Oui;Accès Internet|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;Documentation mise à disposition : flyers des partenaires...;Mairie;RELAIS DE POLE EMPLOI POINT D'ACCUEIL DES SAISONNIERS Permanance Mission Locale;;;Communauté des Communes Vallée de l'Ubaye Serre-Ponçon;;;;
MSAP/PIJ de la Haute Comté;Les agents vous informent sur vos droits analysent votre situation pour vous fournir l’information répondant à votre demande, ou pour déterminer les prestations auxquelles vous pouvez avoir accès. vous accompagnent : -pour effectuer vos démarches en ligne, -pour obtenir un formulaire et sa notice -pour vous aider à constituer un dossier, et effectuer son suivi -pour la réalisation des projets de jeunes (Citoyenneté, solidarité, culture, loisirs, sports, environnement, mobilité, technologie…);Oui;LUNDI 8H30-12H00 - 13H30-17H00 MARDI 08H30-12H00 (Vauvillers) - 13H30-17H00 MERCREDI 09H00-12H00 - 13H30-17H30 JEUDI 10H00-12H00 - 14H00-17H00 (Vauvillers) VENDREDI 08H30-12H00 - 13H30-17H00 SAMEDI 09H00-12H00 (Semaines impaires) FERME TOUS LES DERNIERS JEUDIS DE CHAQUE MOIS ;Non;57 rue des Ballastières;;70320;Corbenay;msappij@cchc.fr;Site internet;03/84/49/76/25;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;24/02/2016;20/02/2018;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;CIRFA,SOLIHA;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence;;Communauté de communes|Espace Public Numérique;;22/10/2007;15/11/2007;Communauté de Communes de la Haute Comté;;;;
MSP MAILLY LE CHATEAU;;Non;  Lundi : 8h30 - 12h      Mardi 8h30 - 12h    Jeudi : 8h30 - 12h     Vendredi : 8h30 - 12h      Samedi : 8h30 - 11h45                        ;Non;32 Rue Comtesse Mahaut;;89660;Mailly-le-Château;mlc89.rsp@orange.fr;;03.86.81.40.18;Oui;;Non;Handicap moteur;;;;04/01/2018;11/01/2018;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Fax|Imprimante|Photocopieuse|Scanner|Wifi;;Bureau de Poste;;02/01/2009;04/01/2018;Communauté de commune Chablis villages et terroirs;;;;
Muntzenheim (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h00 - 12h00 / 14h00 - 17h00 Mardi : 9h00 - 12h00 / 14h00 - 17h00 Mercredi :  9h00 - 12h00 / 14h00 - 17h00 Jeudi :  9h00 - 12h00 / 14h00 - 17h00 Vendredi :  9h00 - 12h00 / 14h00 - 17h00 Samedi : 09h00 - 12h00  ;Non;12 rue de Colmar;;68320;Muntzenheim;msap.muntzenheim@laposte.fr;;;Oui;;Non;;;;;03/10/2016;27/02/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;10/11/2016;02/11/2016;La Poste;;;;
Mûr de Bretagne ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h - 17h Mardi : 9h - 17h Mercredi : 9h - 17h Jeudi : 9h - 17h Vendredi : 9h - 17h Samedi : 9h - 12h;Non;7 rue de la gare;;22530;Mûr-de-Bretagne;msap.mur-de-bretagne@laposte.fr;;;Oui;;Non;;;;;21/11/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;;;La Poste;;;;
Murat;Créée par la Communauté de communes qui assure son fonctionnement et son animation au quotidien, la Maison des services de Murat est aujourd'hui un site pilote en Auvergne. Récemment labellisée par l’Etat en Relais Services Publics, la Maison des services de Murat a également été récompensée d’un trophée e-territoires en 2006, du prix Ruralitic en 2007 et du Label Territoires innovants en 2009. Personnel qualifié, aménagements adaptés et moyens technologiques mis en place sur différents niveaux participent à la réussite de cet espace au service des particuliers, des entreprises et des organismes partenaires.;Oui;Lundi: 9H-12H 14H-18H Mardi: 9H-12H 14H-18H Mercredi: 9H-12H 14H-18H Jeudi: 9H-12H 14H-18H Vendredi: 9H-12H 14H-18H;Non;4, rue Faubourg Notre-Dame;;15300;Murat;mdsmurat@hautesterres.fr;Site internet;04 71 20 28 88;Oui;ligne 101 et 131 du conseil départemental        http://www.cantal.fr;Non;Handicap moteur;;;;24/02/2016;03/04/2017;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;Salle multimédia équipée de 8 postes accessible à tous gratuitement;Communauté de communes|Espace de coworking|Espace Public Numérique|Télécentre;Une salle de réunion visio conférence, équipée de micros et vidéoprojecteur, proposée à la location pour des formations ou réunions sur place ou à distance.;05/09/2005;02/01/2006;Communauté de Communes;;Neussargues;Label des territoires innovants en 2009;
Murato ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 8h30 - 12h00 13h45 - 16h00 Mardi : 8h30 - 12h00 13h45 - 16h00 Mercredi : 8h30 - 12h00 Jeudi : 8h30 - 12h00 13h45 - 16h00 Vendredi : 8h30 - 12h00 13h45 - 16h00 Samedi : 8h30 - 11h30;Non;Quartier U Peru;;20239;Murato;msap.murato@laposte.fr;;;Non;;Non;;;;;21/11/2016;22/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Agence d'Aménagement durable, d'Urbanisme et d'Energie de la Corse;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;20/10/2016;20/10/2016;La Poste;;;;
